统计期间,工业_产成品,工业_资产总计,工业_负债总计,工业_产品销售收入,工业生产者出厂价格指数,工业生产者出厂价格指数-生产资料,工业生产者出厂价格指数-生活资料,工业销售产值,工业增加值增长速度,固定资产投资完成额,固定资产投资完成额－第一产业,固定资产投资完成额－第二产业,固定资产投资完成额－第三产业,财政预算收入合计,各项税收,消费税,增值税,海关代征增值税：消费税,城市维护建设税,外贸企业出口退税,企业所得税,关 税,国家财政预算支出合计,基本建设支出,企业挖潜改造资金,科技三项费用,地质勘探费,工交商部门事业费,农林水气等部门支出,城市维护建设费,文教科学卫生事业费用,教育事业费,抚恤和社会福利救济费,社会保障支出,国防支出,行政管理费,公检法支出,武装警察部队经费,政策性补贴支出,其他各项支出,收支相抵,债务还本支出,宏观经济景气_预警指数,宏观经济景气_一致指数,宏观经济景气_先行指数,宏观经济景气_滞后指数,货币和准货币(M2),货币(M1),流通中的现金(M0),同比增长-货币和准货币(M2)(%),同比增长-货币(M1)(%),同比增长-流通中的现金(M0)(%),进出口总额,同比增长(%),进出口差额,居民消费价格指数,居民消费价格指数—城市,居民消费价格指数—农村,生产价格总指数,生产价格指数-种植业产品,生产价格指数-林业产品,生产价格指数-畜牧业产品,生产价格指数-渔业产品,企业家信心指数,企业景气指数,进出口总值,进口总值,出口总值,累计同期增长-进口(%),累计同期增长-出口(%),进口总值-初级产品,进口总值-工业制品,出口总值-初级产品,出口总值-工业制品,全社会固定资产投资-城镇,同比增长-城镇(%),货运量合计,货物周转量合计,客运量合计,旅客周转量合计,沿海主要港口货物吞吐量,沿海主要港口外贸货物吞吐量,民航总周转量,消费者预期指数,消费者满意指数,消费者信心指数
2000Q4,20538.31,369213.03,227117.22,221164.77,309.9,316.5,293.8,23388.86,32.4,58120.96,2163.65,18887.3,37070.01,3834.69,3246.71,225.42,1134.55,425.38,85.48,-110.04,292.04,209.67,2456.44,401.78,74.59,48.57,16.01,24.81,124.81,76.99,432.45,270.4,35.9,102.6,158.11,149.39,124.14,32.72,107.13,464.11,-104.23,149.47,260.7,287.23,297.12,276.42,13461.03,5314.72,1465.27,12.27,16,8.9,474.31,31.5,24.12,100.4,100.8,99.9,,,,,,117.92,125.42,128912537,61971532,66941004,88,47.5,,,,,,,,,,,,,,338.8,337.3,338.1
2001Q1,13194.05,244432.43,147498.36,30966.23,302.5,305.5,295.3,19643.78,33.4,3690.92,117.32,1157.05,2416.54,3682.01,3534.23,197.68,1300.78,358.55,97.52,-208.56,573.26,191.65,2832.95,198.97,70.42,48.51,16.26,31.34,91.37,91.52,561.86,394.6,38.16,107.1,340.9,233.84,164.23,45.16,126.53,494.45,849.02,264.77,273.9,290.71,297.39,275.71,13874.45,5303.34,1436.21,13.2,17.4,8.5,113.81,15.9,4.73,100.7,100.6,100.8,,,,,,122.01,118.56,113789000,54536000,59254000,54.2,45.6,10192000,44351000,6275000,52999000,,,,,,,3.13,1.32,,339.8,320.6,323.1
2001Q2,20868.57,378880.16,228549.45,103953.77,299.1,300.3,296.4,23399.54,31.8,19362.9,635.5,6074.03,12653.36,4190.34,3939.91,236.18,1409.11,442.78,103.53,-413.58,655.41,226,4211.67,483.77,119.81,72.67,22.79,39.18,197.05,132.32,707.8,475.96,47.79,285.26,366.41,264.13,207.36,48.19,129.86,728.3,-21.31,602.7,262,288.69,299.19,276.9,14780.97,5518.74,1394.34,14.3,14.9,7.2,241.01,11.3,8.14,101.1,101.2,101.1,,,,,,120.65,125.11,127614000,61921000,65694000,34.7,14,12532000,49356000,6217000,59084000,,,,,,,3.54,1.53,,339,324.5,324.6
2001Q3,21565.91,387973.4,234485.9,173727.63,293.8,293,295.7,23023.67,25.7,40341.8,1276.92,12482.58,26582.29,3999.95,3738.88,240.01,1353,435.39,95.17,-207.86,454.09,215.58,4434.98,694.16,107.08,87.41,26.46,50.44,210.25,135.92,814.27,545.23,60.29,217.96,369.39,289.6,230.21,50.85,171.7,762.33,-435.02,342.26,243.3,285.32,300.78,278.51,15164.27,5664.4,1506.46,16.36,12.26,8.42,376.37,9,13.59,101,101,101,,,,,,115.45,119.79,135385000,64968000,70417000,19.6,11.9,12251000,52673000,6596000,63624000,,,,,,,3.62,1.53,,294.4,290.3,292.9
2001Q4,21612.46,397681.74,238173.38,247921.84,289.2,287,294.7,25284.55,25.4,67414.13,2090.52,20931.67,44391.94,4513.52,3860.31,247.24,1223.45,403.41,85.78,-39.42,601.39,205.69,3024.86,439.62,94.13,77.45,17.66,34.93,148.64,82.94,546.04,362.3,44.53,101.9,238.4,185.64,142.52,37.57,131.86,527.56,-229.32,340.4,226,285.19,301.19,274.03,15830.19,5987.16,1568.88,14.42,12.65,7.07,509.77,7.5,22.54,100.7,100.7,100.8,,,,,,111.28,117.57,133430000,62137000,71294000,0.7,20,10799000,51460000,7265000,64095000,,,,,,,3.65,1.47,,307,307.3,307.4
2002Q1,13629.28,261621.03,154178.42,34504.24,287.9,286,292.3,21726.98,32.2,4671.68,138.8,1416.02,3116.85,3807.81,3622.87,250.58,1449.3,356.85,117.45,-405.84,502.18,145.12,3511.45,318.42,64.03,54,21.71,41.2,110.29,116.63,733.36,544.51,52.54,109.14,409.59,311.56,203.41,54.53,61.39,600.48,296.43,671.61,230.1,285.39,302.14,272.85,16406.46,5947.48,1554.46,14.4,10.1,8.2,122.06,7.7,7.25,99.4,99.1,99.9,99.3,95.13,86.42,103.42,106,118.78,117.98,122055000,57396000,64658000,17.7,33.4,9411000,47969000,5686000,58972000,,,32.77,10972.63,40.56,3440.37,3.65,1.54,35.96,291.8,289.6,291.2
2002Q2,21636.88,406504.77,241102.83,117620.76,291.8,291.3,293.2,27080.7,37.4,24347.58,803.59,7653.29,15890.71,4791.85,4459.57,276.14,1572.63,462.12,122.75,-269.78,746.18,166.16,4786.01,680.99,125.7,82.23,20.65,49.33,244.2,157.28,884.02,612.56,67.38,227.62,438.72,319.67,238.15,59.78,120,830.4,5.84,385.71,253.3,290.71,302.55,273.71,16960.12,6314.4,1509.74,14.7,12.8,8.3,270.71,12.3,13.41,99.2,98.9,99.7,98.9,99.7,88.43,99.8,93.4,119.22,125.45,148673000,71286000,77388000,45.7,53.4,11699000,59570000,6588000,70806000,,,35.26,12174.43,39.82,3381.64,4.11,1.73,39.48,291.7,290.9,291.5
2002Q3,21964.27,417326.8,247099.31,200100.46,294.6,294.5,294.6,27589.6,39.3,50116.89,1663.9,15685.48,32767.51,4570.26,4268.43,260.7,1551.4,528.81,107.57,-249.61,520.89,197.3,5200.19,757.43,105.05,82.55,26.03,57.62,227.16,150.93,963.57,622.21,96.11,279.37,444.33,352.73,273.1,59,156.43,670.27,-629.94,855.41,278.7,293.3,304.36,276.37,17698.52,6679.98,1623.36,16.5,15.9,7.8,445.14,18.3,19.99,99.2,99,99.6,98.1,98.07,106.9,98.8,93.3,121.84,126.98,174547000,83987000,90560000,88,86.3,14190000,69731000,7506000,83002000,,,35.13,11992.42,39.92,3542.74,4.25,1.87,45.02,292.2,291.9,291.8
2002Q4,22193.59,429886.19,253301.28,290312.66,299,300.9,294.4,31078.9,43.6,81929.46,2734.02,26291.47,52903.96,5733.7,4500.95,259.86,1556.39,513.03,115.74,-86.26,521.15,195.57,3413.88,531.02,89.17,63.83,16.69,40.13,205.7,96.7,640.37,423.99,52.04,144.99,262.8,228.08,179.84,39.06,83.22,594.79,-95.66,140.86,296.1,296.39,304.88,280.71,18500.7,7088.18,1727.8,16.78,16.82,10.13,620.79,21.8,30.35,99.2,99,99.6,102.29,107.25,111.49,98.59,90.87,125.58,130.97,175714000,82672000,93042000,99.7,91.7,13970000,68660000,8700000,84300000,,,36.65,12659.25,40.96,3388,4.34,1.82,42.44,322.5,328.9,325
2003Q1,14543.75,289188.81,168804.86,45760.59,311,316.4,295.9,28130.3,51.5,6415.02,148.91,2253.46,4017.64,5205.2,4928.05,307.8,1756.48,604.25,139.01,-259.68,689.32,200.83,3892.38,224.18,73.97,15.51,23.62,46.23,216.05,120.48,819.58,601.44,74.97,107.92,457.16,439.78,253.17,53.96,86.08,621.32,1312.82,907.99,319.3,301.12,305.37,287.3,19448.73,7143.88,1710.65,18.5,20.1,10.1,173.66,42.4,-1.03,100.5,100.5,100.5,101.15,105.01,108.65,97.23,96.88,132.51,131.21,173676000,87347000,86329000,157.9,99.8,16070000,71270000,7640000,78680000,,,34.53,12335.12,42.71,3792.77,4.42,1.97,42.25,293.8,292.5,293.1
2003Q2,23414.56,449771.52,265957.26,151519.3,306.9,310.8,296.3,33810,45.5,32915.33,938.62,11870.42,20106.29,5749.79,5259.7,291.5,1797.97,695.37,134.38,-70.06,938.87,234.42,5773.46,772.62,163.41,69.52,23.29,64.5,247.14,194.47,1037.28,661.69,87.91,282.87,489.21,505.48,295.16,66.94,152.52,706.42,-23.68,586.81,295.9,297.59,302.13,292.25,20490.74,7592.32,1695.69,20.8,20.2,12.3,376.14,39,4.5,100.6,100.5,100.7,102.65,106.73,101.24,99.08,98.99,115.37,116.6,202478000,98543000,103935000,115.4,103.2,17750000,80730000,8410000,95590000,,,32.93,12883.6,30.38,2379.58,4.83,2.13,25.44,257.8,270.7,263
2003Q3,24342.1,470270.9,278204.77,257858.68,304.2,307.2,296,35344.6,49.9,67630.51,1885.62,24055.11,41689.78,5176.86,4777.36,307.86,1804.48,758.88,130.2,-601.31,594.54,252.7,5599.03,722.65,127.37,86.75,27.59,64.26,253.42,172.61,1049.94,697.79,99.68,332.67,452.74,444.91,310.07,69.24,125.53,894.7,-422.17,780.03,327.9,299.77,306.39,292.99,21356.71,7916.39,1830.64,20.7,18.5,12.8,606.26,36.2,9.15,100.7,100.5,100.9,102.05,102.91,112.79,101.49,99.37,129.63,132.95,230250000,112780000,117470000,102.5,89.1,20280000,93000000,8450000,108930000,,,36.41,14293,39.21,3546.4,5.1,2.25,49.67,275,279.7,277
2003Q4,16580.21,331880.46,196308.93,265188.89,306.1,308.9,298.5,27870.1,53.2,107727.97,2912.49,38134.69,66680.77,5583.41,4877.9,270.11,1789.92,708.49,133.69,-395.92,568.2,237.65,3667.12,453.9,88.13,70.58,17.68,42.42,167.83,120.46,710.64,452.04,81.36,194.68,306.52,300.39,201.26,46,60.61,445.85,-25,672.65,336.7,301.4,307.67,295.66,22122.28,8411.86,1974.59,19.58,18.67,14.28,851.21,37.1,25.54,101.2,100.9,101.6,111.64,115.03,105.36,109.25,106.12,133.71,135.97,245180000,114420000,130760000,115.6,121.2,19200000,95100000,10300000,120400000,,,41.7,14436.82,46.03,3785.03,5.11,2.22,51.88,282,286.3,284
2004Q1,25151.76,507119.8,298058.98,202086.93,311,314.3,301.8,37613.4,49.8,10345.51,48.39,4134.73,6162.39,6944.19,6547,392.47,2093.18,883.52,165.08,-62.84,927.9,265.27,4502.01,312.1,91.94,61.26,23.25,57.91,206.87,154.18,950.58,690.88,75.36,140.8,513.15,520.59,289.73,63.58,107.48,413.69,2864.69,871,364.7,306.86,307.32,296.38,23165.46,8581.56,1929.74,19.11,20.12,12.81,239.85,38.2,-8.44,102.8,102.1,104,113.75,114.82,107.04,114.47,106.95,138.84,135.9,239876000,124158000,115728000,135,102.2,26049566,98163012,8071826,107530656,705.85,47.8,37.56,15182.42,44.82,4178.63,5.58,2.48,50.81,282.4,288.6,286
2004Q2,27984.3,533312.37,315695.93,205589.95,317.1,321.4,305.3,44961.9,52.8,48328.61,423.35,19406.61,28498.67,7362.59,6810.32,377.36,2223.75,962.38,166.11,-395.59,1206.24,280.26,6300.85,702.52,114.85,42.4,50.21,182.64,214.7,580.94,1030.84,536.74,175.75,380.16,548.96,491.78,260.99,159.21,466.18,260.7,1348.81,886.27,338.7,306.58,305.06,298.11,23842.75,8862.71,1901.76,16.15,16.16,12.15,522.97,39.1,-6.82,103.6,103,104.6,110.89,117.37,108.91,103.87,111.91,131.45,134.43,283280000,140800000,142490000,128.8,111.7,30103316,111303459,10176036,132294926,2184.4,31,39.96,16064.79,43.24,3845.29,6.02,2.64,55.65,272.6,282.5,277.7
2004Q3,29296.13,554677.48,329096.23,346834.76,321.2,327.1,304.7,46633.6,47.5,97330.09,1016.47,38819.8,57493.84,6052.52,5492.41,380.13,2229.82,919.28,163.05,-1121.59,835.65,258.26,6341.72,775.99,146.48,80.81,27.08,81.86,358.22,207.9,1148.5,759.04,106.41,432.63,525.9,572.3,368.14,71.25,98.38,1011.32,-289.2,651.46,299.9,303.84,302.4,296.92,24375.69,9043.91,2052.42,13.94,13.7,12.11,828.55,36.7,3.93,104.1,103.6,105.1,114.71,122.26,103.84,107.05,112.08,132.53,134.59,304900000,146690000,158200000,91.9,104.5,29207119,117493528,10232137,147934418,3802.83,29.9,39.65,16510.35,43.53,4122.49,6.2,2.6,64.39,269.4,279,273.2
2004Q4,30696.18,577882.93,343168.3,504385.68,323.6,331,303.1,52620.1,44.9,151450.88,1641.81,60033.12,89775.96,6036.92,5294.79,341.02,2300.93,929.04,173.34,-1532.65,949.61,240.87,4449.11,601.97,105.46,119.31,19.8,59.27,263.33,145.88,802.64,518.61,91.7,237.32,355.33,368.28,243.5,48.25,91.96,733.22,-378.05,619.72,294.6,302.79,302.39,291.63,25410.7,9596.97,2146.83,14.67,13.58,8.72,1154.74,35.7,31.98,103.9,103.3,104.8,113.02,108.98,98.69,118.92,109.82,130.81,134.73,326410000,149170000,177240000,92.4,107.1,31940000,117160000,12070000,165060000,5862.03,27.6,43.93,18432.55,45.06,3845.72,6.53,2.72,62.27,276.1,279.9,277.7
2005Q1,30845.68,603850.51,353464.06,266693.95,316.8,322.5,300.9,48989.1,43.6,13258.46,74.25,5488.24,7695.97,7783.19,7249.16,440.43,2590.98,897.37,200.04,-630.86,1233.46,230.87,5209.3,383.1,110.44,25.74,29.08,70.59,178.97,191.08,1112.64,811.83,105.47,216.16,581.97,607.62,348.85,66.35,133.14,870.97,2573.84,934.88,297.3,299.65,304.5,288.23,26458.89,9474.32,2123.9,14.03,9.92,10.06,295.2,23.1,16.58,102.8,102.5,103.5,106.4,104.2,102.58,109.95,105.8,135.85,132.46,295520000,139350000,156180000,37.6,105.8,30935548,108428187,10901348,144951929,903.67,25.3,41.48,17555.89,46.76,4674.86,6.58,2.92,56.11,283.9,278.6,281.8
2005Q2,33652.23,653985.23,381926.95,264597.9,317,323.3,299.2,60288.2,49.4,61710.99,532.37,26092.07,35086.55,8608.13,7900.21,389.39,2727.19,1076.89,198.21,-871.73,1833.89,269.68,7212,963.3,186.2,88.68,22.54,92.06,305.21,275.41,1372.3,915.65,129.74,318.11,588.24,635.46,415.96,82.63,126.44,1195.38,1396.46,1245.61,294.6,301.27,307.4,281.19,27578.55,9860.13,2084.88,15.67,11.25,9.63,645.03,23.2,39.65,102.3,101.9,102.9,101.75,100.59,102.45,102.52,103.95,128.5,131.71,349820000,163280000,186540000,46.3,92.8,37847387,125482578,12667635,173818824,2796.7,27.1,44.39,19085.58,44.93,4178.26,7.21,3.13,63.18,285.7,280.3,283.6
2005Q3,35670.66,685092.83,402118.39,450926.72,315,320.6,299.1,62345.81,48.6,124529.55,1207.89,52571.7,70749.97,7376.38,6705.63,401.82,2611.15,1109.29,189.05,-1109.28,1140.63,283.45,7528.6,785.6,176.12,146.78,28.81,99.81,466.76,271.54,1389.15,910.5,155.5,436.72,622.96,677.47,435.03,79.8,155.2,1230.03,-152.18,731.5,309.4,302.71,307.18,278.73,28743.83,10096.4,2227.29,17.92,11.64,8.52,1024.51,23.7,68.34,102,101.7,102.5,99.72,100.6,104.42,96.78,103.76,127.6,132,379170000,175580000,203590000,59.6,86.7,38807166,136661164,12535766,191633613,4874.15,27.7,44.89,19199.44,45.25,4438.35,7.41,3.11,69.04,285.8,279.3,283.2
