统计期间,工业_产成品,工业_资产总计,工业_负债总计,工业_产品销售收入,工业生产者出厂价格指数,工业生产者出厂价格指数-生产资料,工业生产者出厂价格指数-生活资料,工业销售产值,工业增加值增长速度,固定资产投资完成额,固定资产投资完成额－第一产业,固定资产投资完成额－第二产业,固定资产投资完成额－第三产业,财政预算收入合计,各项税收,消费税,增值税,海关代征增值税：消费税,城市维护建设税,外贸企业出口退税,企业所得税,关 税,国家财政预算支出合计,基本建设支出,企业挖潜改造资金,科技三项费用,地质勘探费,工交商部门事业费,农林水气等部门支出,城市维护建设费,文教科学卫生事业费用,教育事业费,抚恤和社会福利救济费,社会保障支出,国防支出,行政管理费,公检法支出,武装警察部队经费,政策性补贴支出,其他各项支出,收支相抵,债务还本支出,宏观经济景气_预警指数,宏观经济景气_一致指数,宏观经济景气_先行指数,宏观经济景气_滞后指数,货币和准货币(M2),货币(M1),流通中的现金(M0),同比增长-货币和准货币(M2)(%),同比增长-货币(M1)(%),同比增长-流通中的现金(M0)(%),进出口总额,同比增长(%),进出口差额,居民消费价格指数,居民消费价格指数—城市,居民消费价格指数—农村,生产价格总指数,生产价格指数-种植业产品,生产价格指数-林业产品,生产价格指数-畜牧业产品,生产价格指数-渔业产品,企业家信心指数,企业景气指数,进出口总值,进口总值,出口总值,累计同期增长-进口(%),累计同期增长-出口(%),进口总值-初级产品,进口总值-工业制品,出口总值-初级产品,出口总值-工业制品,全社会固定资产投资-城镇,同比增长-城镇(%),货运量合计,货物周转量合计,客运量合计,旅客周转量合计,沿海主要港口货物吞吐量,沿海主要港口外贸货物吞吐量,民航总周转量,消费者预期指数,消费者满意指数,消费者信心指数
2014Q3,109844.51,2658664.92,1538919.3,2089165.12,296.1,294.7,300.6,,23.9,923066.57,21989.73,388051.72,513025.13,31723.8,26426.5,2190.1,7201.7,3734.7,842.9,-2749.7,4758.1,744.8,34485.4,1411.5,247.5,917.4,37.2,154.2,2995.8,372.51,1980.6,4991.6,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,232,288.57,299.77,285.93,120205.14,32722.02,5884.5,12.9,4.8,4.2,3162.6,3.3,231.58,102.1,102.2,101.9,100.27,101.44,103.2,98.77,100.13,,119.5,1142000000,506960000,635040000,3,39.2,161722827,345221180,28165453,606878936,35778.72,16.1,114.3,45889.06,57.38,8264.94,19.24,7.95,198.62,323.4,298.8,313.6
2014Q4,111974.38,2754007.27,1578967.62,2970006.58,291.8,289.2,299.7,,22.8,1359233.08,32710.81,566558.01,759964.28,23233.1,19902.5,1495.4,5312.4,2304.6,593.6,-1605.4,4358.3,440.6,22668.4,941,165,794.5,24.8,102.8,2037.4,248.34,1320.4,3550.5,179,746.2,439.36,560,327.16,94.76,209.6,1121.02,-1934.08,1188.72,219.9,286.03,296.77,280.37,122837.48,34805.64,6025.95,12.16,3.19,2.88,4303.04,3.4,382.46,102,102.1,101.8,98.43,99.01,97.87,96.99,101.04,,119.5,1142590000,496550000,646040000,-4.5,26,146712439,349835748,31141826,614900102,50200.49,15.7,117.35,49136.6,52.59,6742.42,19.31,7.83,196.01,325.3,299,314.7
2015Q1,71960,1816344.4,1036151.4,394014.7,286.3,282.3,299.6,,5.6,111988.66,2106.65,44415.94,65466.08,36407.1,30563.3,2799.2,5210.9,2894.8,1020.2,-3339.9,6098,608.1,32815.3,1411.5,247.5,682.4,37.2,154.2,2611.6,372.51,1980.6,4727.6,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,206.7,281.84,295.56,278.75,127533.28,33721.05,6194.98,11.6,2.9,6.2,904.17,-6.3,123.7,101.2,101.2,101,99.25,100.36,97.55,97.57,103.04,,119.5,904300000,390290000,514020000,-53.1,30,116288587,273996453,23651207,490365932,7751.13,13.5,94.43,40909.82,56.59,8032.32,19.07,7.89,200.27,332.3,308.2,322.6
2015Q2,113087.4,2801273.5,1603546.1,1266792.2,286,282,299.3,,18.8,528355.77,13084.96,217424.52,297846.29,43192.8,35943.3,2514.3,7824.1,3035.4,951.1,-2396.7,10954.7,643,44472.7,1411.5,247.5,1437.1,37.2,154.2,4221.7,372.51,1980.6,6500.5,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,204,279.37,296.27,277.04,133337.54,35608.29,5860.43,11.8,4.3,2.9,1880.78,-6.9,263.25,101.3,101.3,101.1,101.46,100.51,96.45,102.2,104.32,,119.5,978040000,418940000,559090000,-39.9,-6.1,121675735,297147410,25175090,533188735,23713.19,11.4,114.71,45078.26,53.96,7458.43,20,8.08,204.84,332.3,309.1,323
2015Q3,466996.9,2883235.6,1641932.1,2105186,282.8,277.7,299.1,,17.8,1021976.9,28136.46,420805.78,573034.68,34812.6,28124.9,2608.4,7072.7,3157.6,916.6,-3041.2,5259.7,643,43374.6,1411.5,247.5,1370.6,37.2,154.2,3917.9,372.51,1980.6,6143.8,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,205.3,278.3,294.93,277.63,135982.41,36441.69,6102.3,13.1,11.4,3.7,2904.14,-8.1,424.09,101.4,101.5,101.3,104.09,99.96,100.58,109.44,101.25,,115.5,1031470000,433940000,597540000,-42.3,-17.5,124490913,309421903,26057713,571461646,39453.1,10.3,118.96,46181.42,57.49,8763.6,19.7,8.29,223.85,322.3,301.6,314.1
2015Q4,117744.2,2977050.3,1682832.1,2992095,282.3,277.2,298.8,,17.7,1496197.07,42178.22,611367.2,842651.64,37804.6,30260.6,2620.3,8471.9,3429.4,952.2,-3254.1,4812.8,660.9,55105.4,1411.5,247.5,1663.9,37.2,154.2,6491.1,372.51,1980.6,8833.2,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,201.9,277.61,294.62,277.04,139227.81,40095.34,6321.66,13.34,15.2,4.91,3958.64,-8,594.5,101.4,101.5,101.3,101.23,96.3,94.71,106.15,102.08,,112.2,1051850000,438010000,613840000,-35.1,-15.1,111128998,326636150,29176672,583365843,55159,10,123.35,48867.89,53.14,7297.02,18.99,7.85,221.4,318.8,300.7,311.6
2016Q1,72040.8,1927216.3,1096039.3,399260.6,285.5,280.9,298.9,,6.8,123850.63,2692.28,47751.52,73406.83,38896,32953.8,2987.1,8248.2,2634.9,1109.1,-3175.5,6431.1,540.5,37958.3,1411.5,247.5,792.2,37.2,154.2,2642.6,372.51,1980.6,5826.6,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,212.1,277.79,296.8,273.12,144619.8,41158.13,6465.12,13.4,22.1,4.4,802.14,-11.3,125.73,102.1,102.1,102,106.73,95.79,94.45,119.62,100.3,,107.1,803130000,338700000,464430000,-40.2,-25.1,92229878,246177649,23006650,441137123,8584.28,10.7,87.94,39403.98,48.72,7971.77,19.4,8.03,224.9,316.9,295.9,308.4
2016Q2,110527.4,2961427.8,1680473.7,1290311.7,291.2,288.3,299.5,,18.2,578622.89,15840.19,229338.46,333444.25,46617.8,39282,2475.7,8671,3110.4,1064.7,-2623.6,11922.1,663.2,51206.7,1411.5,247.5,1575.2,37.2,154.2,4687.3,372.51,1980.6,7271,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,209.4,278.22,295.36,269.87,149049.18,44364.37,6281.89,11.8,24.6,7.2,1712.67,-8.7,258.29,102.1,102.1,102.1,107.7,95.47,96.87,121.45,104.14,,107.8,924770000,390560000,534200000,-19.7,-10.7,108495385,282063738,25003813,508997061,25836,9,109.46,44013.89,45.76,7417.95,20.46,8.42,231,313,289.8,303.7
2016Q3,114146.2,3041070.1,1713661,2157591.9,297.6,296.8,300,,18.4,1104939.96,34150.62,434352.03,636437.31,35886.2,28644.7,2489.9,11095.2,3346.2,865.6,-2775.7,5809.1,683,46791.3,1411.5,247.5,1617.1,37.2,154.2,4670.1,372.51,1980.6,6586.4,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,198.6,298.28,305.59,286.31,151636.05,45434.03,6506.86,11.5,24.7,6.6,2677.67,-7.8,396.36,102,102,101.8,100.4,97.32,92.22,103.77,103.3,,111.3,973330000,413490000,559830000,-12.9,-17.2,114500993,298977143,27154420,530578023,42690.64,8.2,113.06,45440.52,49.6,8678.4,20.29,8.52,252.9,325.7,304.1,317
2016Q4,118234.9,3166320.7,1180082.8,3103531.6,310,313.1,301.3,,18.3,1619478,51303.08,631024.38,937150.54,26850.3,21445.4,1631.3,8668.8,2315.1,669.5,-1797.5,4370,449.9,29882.4,941,165,1271.4,24.8,102.8,2358.5,248.34,1320.4,4944.3,179,746.2,439.36,560,327.16,94.76,209.6,1121.02,-1934.08,1188.72,209.4,302.49,313.11,289.25,155006.67,48655.72,6830.39,11.3,21.4,8.1,3684.93,-6.8,509.96,102,102.1,101.9,101.45,101.51,101.19,100.65,103.52,,113.5,1034320000,449920000,584410000,8.4,-13.3,122375923,324639465,30327418,550390353,59650.1,8.1,121.27,50795.15,45.94,7236.77,20.13,8.37,252.1,333.2,310.6,324.2
2017Q1,76257.6,2068412.6,1162649.5,449359.4,322.3,329.6,302.3,,7.6,135154.95,3220.35,49589.15,82345.45,44366,37793.5,3139.9,14741.2,3737.8,1165.7,-3434.7,7643.1,700,45917.2,1411.5,247.5,1182.8,37.2,154.2,2920.5,372.51,1980.6,6913.2,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,225.3,307.62,315.67,294.56,159960.96,48877.01,6860.51,10.12,18.8,6.1,899.97,15,65.61,101.4,101.5,101.1,97.78,97.22,108.22,96.47,104.05,,123.4,900770000,417320000,483450000,75.1,23,141382089,275937046,25937750,457492162,9377.71,9.2,96.15,43383.57,47.89,8345.19,20.8,8.56,253.9,342.8,317.9,332.8
2017Q2,120220.2,3189179.3,1788689.3,1452083.3,317.4,323,301.8,,20.6,628649.94,18563.12,237974.17,372112.64,49940,42280.4,2709.3,14073.3,3962.8,1021.6,-3706.1,13566.8,758.5,57566.2,1411.5,247.5,1722.7,37.2,154.2,5139.3,372.51,1980.6,8432.8,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,225.3,309,314.45,296.43,163128.25,51022.82,6697.77,9.1,15,6.6,1909.48,13,185.06,101.4,101.5,101,93.62,98.23,109.74,83.74,106.09,,123.1,1013630000,446010000,567620000,43.9,28,142927570,303086609,28577313,539015984,28060.48,8.6,120.95,48423.54,45.39,7793.24,21.97,9.04,263.9,347.5,325.2,338.7
2017Q3,122753.7,3278213.1,1827617,2405570,318.7,324.7,301.8,,19,1190037.8,38350.8,447166.03,704520.95,39823,33027.1,2653,13459.5,4106.2,1062.3,-3300.8,6123.8,778.7,48389.7,1411.5,247.5,1754.9,37.2,154.2,4502.7,372.51,1980.6,6965.7,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,219.9,308.82,314.19,294.43,165566.21,51786.3,6974.85,8.98,14,7.2,2969.33,11.7,295.58,101.5,101.6,101.1,96.77,102.57,106.21,88,103.93,,123.5,1065070000,473940000,591140000,43,20.8,139889145,334036063,28898803,562275997,45847.82,7.5,126.34,49774.84,47.14,9001.38,21.81,9.08,280.4,356.9,334.3,347.9
2017Q4,126182.8,3361343.7,1870494.9,3245590,317.6,322.9,301.9,,18.5,1724558.99,56967.16,643902.69,1023689.15,27619,22971,1426.8,9517.4,2744.3,740.1,-1921.8,4612.7,500.5,27687.4,941,165,1175.5,24.8,102.8,2652,248.34,1320.4,4313.1,179,746.2,439.36,560,327.16,94.76,209.6,1121.02,-1934.08,1188.72,212.1,308.99,314.17,293.26,169023.53,54379.01,7064.56,8.07,11.8,3.4,4104.47,11.4,422.51,101.6,101.7,101.3,98.6,100.6,99.5,94.8,103.7,123.9,123.4,1143230000,505080000,638150000,39.4,30.1,150787198,354287112,35118198,603039920,63168.4,7.2,128.14,49790.99,44.68,7684.5,86.16,35.69,282.6,378.1,352.3,367.8
2018Q1,79029.1,2124665,1197894.2,410456.7,311.1,314.6,300.8,,6,145389,4032,50663,90694,50546.41,44331.62,4019.89,17698.96,4331.68,1378.15,-3835.17,8534.98,744.15,50996.99,1411.5,247.5,1393.66,37.2,154.2,3646.6,372.51,1980.6,7474.32,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,212.1,308.01,312.57,293.74,173985.95,52354.01,7269.26,8.2,7.1,6,1042.15,16.3,48.39,102.1,102.2,102,98.7,102.7,99.2,93.4,106.5,128,126.6,1043420000,497160000,546260000,57.6,52.9,164071244,333040119,30210638,516018671,10076.3,7.5,102.23,42992.1,45.3,8546.99,20.97,8.62,284.8,378.8,353.3,368.6
2018Q2,122622.8,3260876.9,1844928.6,1290776,312.2,316,300.8,,19.8,667717,21307,245388,401022,53784.27,47296.89,2848.68,15900.74,4187.93,1164.15,-3825.44,15393.24,709.74,60595.12,1411.5,247.5,2250.26,37.2,154.2,4708.87,372.51,1980.6,8925.82,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,212.1,305.76,312.9,293.33,177017.84,54394.47,6958.93,8,6.6,3.9,2205.85,16,139.65,102,102,101.9,97,102.31,95.39,91.08,101.37,125.8,124.5,1164780000,534730000,630050000,61.6,36.8,173836578,360891657,34553618,594948164,29731.6,6,129.87,50831.39,43.82,8189.7,23.49,9.41,298.6,373.8,349.3,364
2018Q3,127916,3324364.3,1882490.6,2064013,312.3,315.8,302.1,,17.9,1254398,43368,467445,743585,41500.64,35857.53,3017.56,13756.07,4700.35,1152.13,-3741.96,6825.53,762.2,51697.38,1411.5,247.5,1794.86,37.2,154.2,4970.1,372.51,1980.6,7360.14,268.5,1119.3,659.04,840,490.74,142.14,314.4,1681.53,-2901.12,1783.08,212.1,302.62,310.64,296.23,180166.56,53857.41,7125.43,8.3,4,2.2,3431.93,15.7,221.38,102.1,102.1,102,100.28,100.28,99.3,99.99,100.88,123.6,122.7,1231710000,572040000,659690000,61.6,36.5,180349282,391636552,33509896,626114511,48344.2,5.4,135.31,51207.4,46.52,9475.75,23.25,9.28,312.1,366.3,342.8,356.8
2018Q4,131132.6,3395211.7,1924217.7,2823289.9,306.9,308.5,302.2,,17,1792470,63076,670379,1059014,26501.61,21514.77,642,10653.4,2909.72,877.86,-2007.32,7360.28,472.36,28461.8,941,165,637.18,24.8,102.8,3600.7,248.34,1320.4,3169.02,179,746.2,439.36,560,327.16,94.76,209.6,1121.02,-1934.08,1188.72,212.1,296.56,306.02,298.54,182674.42,55168.59,7320.84,8.1,1.5,3.6,4623.04,12.6,351.76,102.1,102.1,102.1,100.27,101.7,101.3,98.58,101.03,121.3,120.2,1196073000,530134000,665949000,16.8,16.6,180522575,348786281,36630593,629083202,63563.6,5.9,140.7,54970.9,43.71,8003.76,22.77,9.15,309.6,373.9,349.9,364.2
2019Q1,79235.5,2211496.4,1259675.8,392051.6,300.6,300.1,301.5,,8.5,146720,3358,47088,96275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,292.58,304.48,297.83,188941.21,54757.55,7494.16,8.6,4.6,3.1,1027.15,-1.5,76.33,101.83,101.9,101.8,98.33,102.01,100.46,94.75,97.17,127.9,126.6,1026936000,475514000,551424000,-14.3,2.5,167774577,307739130,30578920,520844141,10187.1,6.3,108.47,47446.16,44.35,8869.52,21.58,6.3,309.3,383.7,358.8,373.8
2019Q2,124740.3,3400685.3,1933520.3,1253446.4,301.5,301.2,302.7,,16.7,672402,18080,224364,429958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,291.63,303.94,296.76,192136.02,56769.62,7258.1,8.5,4.4,4.3,2161.15,-2,181.16,102.24,102.2,102.2,109.13,103.32,100.05,118.13,93.24,124.1,123.2,1133858000,513696000,620162000,-11.8,-2.9,182670934,331024147,33186954,586975586,29910,5.8,137.34,53171.42,43.18,8508.83,23.35,9.6,318.5,384.3,360,374.6
2019Q3,127799.9,3474606.1,1974689.6,2056412.1,297.7,296,302.6,,15,1210724,32355,387934,790435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,289.65,303.42,293.38,195225.05,55713.8,7412.98,8.4,3.4,4,3351.78,-2.4,298.43,102.46,102.4,102.6,113.92,101.1,98.23,131.99,101.17,124.3,123.4,1189839000,535376000,654463000,-19.4,-0.9,187936441,347418173,32578444,621884701,46120.4,5.4,143.2,55077.9,45.87,9837.27,23.48,9.98,338.1,381,355.6,370.9
2019Q4,130035.8,3555247.4,2017395.1,2864390.3,296.5,293.7,304.3,,17.8,1596076,36172,473541,1086363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,291.06,305.66,292.59,198648.88,57600.92,7718.95,8.7,4.4,5.4,4576.13,-1,421.93,102.9,102.8,103.2,128.5,98.51,101.81,169.69,99.66,123.6,122.8,1216887000,544366000,672521000,10.5,5.7,186916687,357074178,37653836,634245774,55147.8,5.4,145.03,55577.34,42.65,8132.65,23.44,9.68,327.1,388,356.5,375.5
2020Q1,86315.9,2315383.5,1307411.8,314739.3,298.2,296.2,303.9,,-1.1,117468,2201,34411,80856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,245.42,285.19,298.24,208092.34,57505.03,8302.22,10.1,5,10.8,943.01,-8.5,13.06,104.94,104.6,105.9,139,101.87,96.15,188.55,99.86,90.86,88.22,941731000,464614000,477117000,-6,-50.1,173617989,290995835,29666087,447451352,8414.5,-16.1,78.07,37026.08,18.46,4008.95,20.76,9.35,165.2,377.1,353.2,367.5
2020Q2,133411.8,3567750.6,2029277.7,1114945.8,290.2,286.2,302,,13.1,617621,17032,186417,414172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,256.74,293.51,301,213494.87,60431.8,7945.94,11.12,6.45,9.48,2029.69,-6.3,167.8,103.84,103.6,104.7,121.14,100.46,97.28,150.31,96.5,90.86,109.12,1086561000,465941000,620621000,-28.2,0.7,150539800,315400504,27916332,592704313,28160.3,-3.1,120.55,49328.59,21.11,3661.85,24.23,9.99,153.9,353.2,332.5,344.8
2020Q3,135626,3668239.2,2079005.6,1934852.9,293.5,290.7,301.2,,17.3,1144578,32522,337325,774731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,292.61,315.92,299.15,216408.48,60231.21,8237.09,10.9,8.1,11.1,3296.74,-1.8,326.05,103.3,103.1,104.1,114.8,102.8,97,132.4,101.3,122.54,121.15,1267043000,554395000,712648000,9.7,26.6,175600689,378794031,26904998,685740120,43653,0.8,129.12,52888.58,28.48,5834.51,25.21,10.75,228.5,364.9,337.7,354.1
2020Q4,138210.7,3784099.5,2135354.2,2841480.7,296,295,298.3,,21.2,1501759,37422,431971,1032366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.1,316.73,317.66,297.05,218679.59,62558.1,8431.45,10.1,8.6,9.2,4646.26,1.5,535.03,102.5,102.3,103,101.9,107.9,101.7,96.7,101.4,123.44,121.91,1362351000,575166000,787185000,15.7,50.6,177450205,397716075,31457841,755726180,51890.7,2.9,135.61,55918.69,28.6,5745.67,24.6,9.97,249.6,377.4,353.5,367.8
2021Q1,,,,,100.3,100.5,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55,17341.62,6.71,1307.7,8.39,3.65,80.1,126,118,122.8
